bacteria_name,cell_wall_composition,rod_shape,genus_name,species_name,family,gram_positive,gram_negative,inner_membrane,outer_membrane,shape,nutrition_type,respiratory,environment,antisera,universal_phylogenetic_tree_rna_sequence,taxonomic_hierarchy
staphylococcus,thick_peptidoglycan,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
